x coord,y coord,z coord,rho,U,V,W
0.583333,0.416667,0.016667,0.992955,-0.002399,-0.000224,-0.000097
0.616667,0.416667,0.016667,0.993015,-0.002167,-0.000233,-0.000127
0.650000,0.416667,0.016667,0.993061,-0.001859,-0.000241,-0.000152
0.683333,0.416667,0.016667,0.993095,-0.001490,-0.000247,-0.000169
0.716667,0.416667,0.016667,0.993100,-0.001093,-0.000249,-0.000173
0.750000,0.416667,0.016667,0.993092,-0.000697,-0.000248,-0.000165
0.783333,0.416667,0.016667,0.993048,-0.000349,-0.000242,-0.000142
0.816667,0.416667,0.016667,0.993010,-0.000070,-0.000231,-0.000109
0.850000,0.416667,0.016667,0.992933,0.000098,-0.000215,-0.000066
0.883333,0.416667,0.016667,0.992903,0.000170,-0.000191,-0.000030
0.916667,0.416667,0.016667,0.992831,0.000141,-0.000161,0.000008
0.950000,0.416667,0.016667,0.992831,0.000052,-0.000111,0.000013
0.983333,0.416667,0.016667,0.992830,0.000014,-0.000044,0.000009
0.016667,0.450000,0.016667,0.992818,0.000017,-0.000038,-0.000020
0.050000,0.450000,0.016667,0.992748,-0.000029,-0.000096,0.000007
0.083333,0.450000,0.016667,0.992800,-0.000129,-0.000137,-0.000000
0.116667,0.450000,0.016667,0.992739,-0.000235,-0.000148,0.000016
0.150000,0.450000,0.016667,0.992743,-0.000412,-0.000151,0.000028
0.183333,0.450000,0.016667,0.992705,-0.000606,-0.000144,0.000041
0.216667,0.450000,0.016667,0.992692,-0.000840,-0.000135,0.000051
0.250000,0.450000,0.016667,0.992668,-0.001088,-0.000125,0.000059
0.283333,0.450000,0.016667,0.992657,-0.001351,-0.000117,0.000063
0.316667,0.450000,0.016667,0.992650,-0.001615,-0.000111,0.000064
0.350000,0.450000,0.016667,0.992653,-0.001873,-0.000107,0.000060
0.383333,0.450000,0.016667,0.992665,-0.002110,-0.000106,0.000052
0.416667,0.450000,0.016667,0.992690,-0.002315,-0.000106,0.000039
0.450000,0.450000,0.016667,0.992725,-0.002473,-0.000108,0.000020
0.483333,0.450000,0.016667,0.992773,-0.002572,-0.000111,-0.000002
0.516667,0.450000,0.016667,0.992829,-0.002598,-0.000115,-0.000029
0.550000,0.450000,0.016667,0.992892,-0.002542,-0.000120,-0.000060
0.583333,0.450000,0.016667,0.992955,-0.002398,-0.000126,-0.000091
0.616667,0.450000,0.016667,0.993016,-0.002167,-0.000131,-0.000121
0.650000,0.450000,0.016667,0.993063,-0.001858,-0.000136,-0.000146
0.683333,0.450000,0.016667,0.993097,-0.001489,-0.000140,-0.000163
0.716667,0.450000,0.016667,0.993103,-0.001090,-0.000143,-0.000169
0.750000,0.450000,0.016667,0.993095,-0.000693,-0.000143,-0.000161
0.783333,0.450000,0.016667,0.993051,-0.000344,-0.000140,-0.000138
0.816667,0.450000,0.016667,0.993014,-0.000064,-0.000135,-0.000106
0.850000,0.450000,0.016667,0.992937,0.000104,-0.000127,-0.000064
0.883333,0.450000,0.016667,0.992906,0.000175,-0.000113,-0.000028
0.916667,0.450000,0.016667,0.992834,0.000144,-0.000096,0.000009
0.950000,0.450000,0.016667,0.992834,0.000053,-0.000066,0.000014
0.983333,0.450000,0.016667,0.992834,0.000014,-0.000026,0.000010
0.016667,0.483333,0.016667,0.992821,0.000017,-0.000013,-0.000020
0.050000,0.483333,0.016667,0.992750,-0.000029,-0.000032,0.000007
0.083333,0.483333,0.016667,0.992803,-0.000129,-0.000046,-0.000001
0.116667,0.483333,0.016667,0.992741,-0.000235,-0.000049,0.000016
0.150000,0.483333,0.016667,0.992746,-0.000412,-0.000051,0.000027
0.183333,0.483333,0.016667,0.992707,-0.000606,-0.000048,0.000041
0.216667,0.483333,0.016667,0.992694,-0.000840,-0.000045,0.000051
0.250000,0.483333,0.016667,0.992670,-0.001088,-0.000042,0.000059
0.283333,0.483333,0.016667,0.992659,-0.001351,-0.000039,0.000064
0.316667,0.483333,0.016667,0.992651,-0.001615,-0.000037,0.000065
0.350000,0.483333,0.016667,0.992654,-0.001872,-0.000035,0.000061
0.383333,0.483333,0.016667,0.992666,-0.002109,-0.000035,0.000053
0.416667,0.483333,0.016667,0.992690,-0.002313,-0.000034,0.000040
0.450000,0.483333,0.016667,0.992725,-0.002472,-0.000035,0.000023
0.483333,0.483333,0.016667,0.992773,-0.002570,-0.000036,0.000000
0.516667,0.483333,0.016667,0.992829,-0.002597,-0.000037,-0.000026
0.550000,0.483333,0.016667,0.992892,-0.002541,-0.000039,-0.000056
0.583333,0.483333,0.016667,0.992955,-0.002397,-0.000040,-0.000088
0.616667,0.483333,0.016667,0.993016,-0.002166,-0.000042,-0.000118
0.650000,0.483333,0.016667,0.993063,-0.001857,-0.000044,-0.000143
0.683333,0.483333,0.016667,0.993097,-0.001487,-0.000045,-0.000160
0.716667,0.483333,0.016667,0.993103,-0.001089,-0.000046,-0.000166
0.750000,0.483333,0.016667,0.993096,-0.000691,-0.000046,-0.000159
0.783333,0.483333,0.016667,0.993052,-0.000341,-0.000046,-0.000136
0.816667,0.483333,0.016667,0.993015,-0.000062,-0.000044,-0.000105
0.850000,0.483333,0.016667,0.992938,0.000106,-0.000042,-0.000063
0.883333,0.483333,0.016667,0.992908,0.000177,-0.000037,-0.000027
0.916667,0.483333,0.016667,0.992836,0.000145,-0.000032,0.000009
0.950000,0.483333,0.016667,0.992836,0.000053,-0.000022,0.000014
0.983333,0.483333,0.016667,0.992835,0.000014,-0.000009,0.000010
0.016667,0.516667,0.016667,0.992821,0.000017,0.000013,-0.000020
0.050000,0.516667,0.016667,0.992750,-0.000029,0.000032,0.000007
0.083333,0.516667,0.016667,0.992803,-0.000129,0.000046,-0.000001
0.116667,0.516667,0.016667,0.992741,-0.000235,0.000049,0.000016
0.150000,0.516667,0.016667,0.992746,-0.000412,0.000051,0.000027
0.183333,0.516667,0.016667,0.992707,-0.000606,0.000048,0.000041
0.216667,0.516667,0.016667,0.992694,-0.000840,0.000045,0.000051
0.250000,0.516667,0.016667,0.992670,-0.001088,0.000042,0.000059
0.283333,0.516667,0.016667,0.992659,-0.001351,0.000039,0.000064
0.316667,0.516667,0.016667,0.992651,-0.001615,0.000037,0.000065
0.350000,0.516667,0.016667,0.992654,-0.001872,0.000035,0.000061
0.383333,0.516667,0.016667,0.992666,-0.002109,0.000035,0.000053
0.416667,0.516667,0.016667,0.992690,-0.002313,0.000034,0.000040
0.450000,0.516667,0.016667,0.992725,-0.002472,0.000035,0.000023
0.483333,0.516667,0.016667,0.992773,-0.002570,0.000036,0.000000
0.516667,0.516667,0.016667,0.992829,-0.002597,0.000037,-0.000026
0.550000,0.516667,0.016667,0.992892,-0.002541,0.000039,-0.000056
0.583333,0.516667,0.016667,0.992955,-0.002397,0.000040,-0.000088
0.616667,0.516667,0.016667,0.993016,-0.002166,0.000042,-0.000118
0.650000,0.516667,0.016667,0.993063,-0.001857,0.000044,-0.000143
0.683333,0.516667,0.016667,0.993097,-0.001487,0.000045,-0.000160
0.716667,0.516667,0.016667,0.993103,-0.001089,0.000046,-0.000166
0.750000,0.516667,0.016667,0.993096,-0.000691,0.000046,-0.000159
0.783333,0.516667,0.016667,0.993052,-0.000341,0.000046,-0.000136
0.816667,0.516667,0.016667,0.993015,-0.000062,0.000044,-0.000105
0.850000,0.516667,0.016667,0.992938,0.000106,0.000042,-0.000063
0.883333,0.516667,0.016667,0.992908,0.000177,0.000037,-0.000027
0.916667,0.516667,0.016667,0.992836,0.000145,0.000032,0.000009
0.950000,0.516667,0.016667,0.992836,0.000053,0.000022,0.000014
0.983333,0.516667,0.016667,0.992835,0.000014,0.000009,0.000010
0.016667,0.550000,0.016667,0.992818,0.000017,0.000038,-0.000020
0.050000,0.550000,0.016667,0.992748,-0.000029,0.000096,0.000007
0.083333,0.550000,0.016667,0.992800,-0.000129,0.000137,-0.000000
0.116667,0.550000,0.016667,0.992739,-0.000235,0.000148,0.000016
0.150000,0.550000,0.016667,0.992743,-0.000412,0.000151,0.000028
0.183333,0.550000,0.016667,0.992705,-0.000606,0.000144,0.000041
0.216667,0.550000,0.016667,0.992692,-0.000840,0.000135,0.000051
0.250000,0.550000,0.016667,0.992668,-0.001088,0.000125,0.000059
0.283333,0.550000,0.016667,0.992657,-0.001351,0.000117,0.000063
0.316667,0.550000,0.016667,0.992650,-0.001615,0.000111,0.000064
0.350000,0.550000,0.016667,0.992653,-0.001873,0.000107,0.000060
0.383333,0.550000,0.016667,0.992665,-0.002110,0.000106,0.000052
0.416667,0.550000,0.016667,0.992690,-0.002315,0.000106,0.000039
0.450000,0.550000,0.016667,0.992725,-0.002473,0.000108,0.000020
0.483333,0.550000,0.016667,0.992773,-0.002572,0.000111,-0.000002
0.516667,0.550000,0.016667,0.992829,-0.002598,0.000115,-0.000029
0.550000,0.550000,0.016667,0.992892,-0.002542,0.000120,-0.000060
0.583333,0.550000,0.016667,0.992955,-0.002398,0.000126,-0.000091
0.616667,0.550000,0.016667,0.993016,-0.002167,0.000131,-0.000121
0.650000,0.550000,0.016667,0.993063,-0.001858,0.000136,-0.000146
0.683333,0.550000,0.016667,0.993097,-0.001489,0.000140,-0.000163
0.716667,0.550000,0.016667,0.993103,-0.001090,0.000143,-0.000169
0.750000,0.550000,0.016667,0.993095,-0.000693,0.000143,-0.000161
0.783333,0.550000,0.016667,0.993051,-0.000344,0.000140,-0.000138
0.816667,0.550000,0.016667,0.993014,-0.000064,0.000135,-0.000106
0.850000,0.550000,0.016667,0.992937,0.000104,0.000127,-0.000064
0.883333,0.550000,0.016667,0.992906,0.000175,0.000113,-0.000028
0.916667,0.550000,0.016667,0.992834,0.000144,0.000096,0.000009
0.950000,0.550000,0.016667,0.992834,0.000053,0.000066,0.000014
0.983333,0.550000,0.016667,0.992834,0.000014,0.000026,0.000010
0.016667,0.583333,0.016667,0.992812,0.000017,0.000063,-0.000019
0.050000,0.583333,0.016667,0.992743,-0.000028,0.000158,0.000008
0.083333,0.583333,0.016667,0.992793,-0.000127,0.000225,0.000001
0.116667,0.583333,0.016667,0.992733,-0.000233,0.000243,0.000017
0.150000,0.583333,0.016667,0.992737,-0.000410,0.000250,0.000029
0.183333,0.583333,0.016667,0.992700,-0.000604,0.000238,0.000042
0.216667,0.583333,0.016667,0.992687,-0.000837,0.000225,0.000052
0.250000,0.583333,0.016667,0.992664,-0.001085,0.000209,0.000059
0.283333,0.583333,0.016667,0.992654,-0.001349,0.000197,0.000063
0.316667,0.583333,0.016667,0.992647,-0.001613,0.000188,0.000063
0.350000,0.583333,0.016667,0.992651,-0.001871,0.000184,0.000058
0.383333,0.583333,0.016667,0.992664,-0.002109,0.000183,0.000049
0.416667,0.583333,0.016667,0.992688,-0.002314,0.000185,0.000035
0.450000,0.583333,0.016667,0.992725,-0.002473,0.000190,0.000017
0.483333,0.583333,0.016667,0.992772,-0.002572,0.000196,-0.000007
0.516667,0.583333,0.016667,0.992829,-0.002598,0.000205,-0.000035
0.550000,0.583333,0.016667,0.992892,-0.002542,0.000214,-0.000066
0.583333,0.583333,0.016667,0.992955,-0.002399,0.000224,-0.000097
0.616667,0.583333,0.016667,0.993015,-0.002167,0.000233,-0.000127
0.650000,0.583333,0.016667,0.993061,-0.001859,0.000241,-0.000152
0.683333,0.583333,0.016667,0.993095,-0.001490,0.000247,-0.000169
0.716667,0.583333,0.016667,0.993100,-0.001093,0.000249,-0.000173
0.750000,0.583333,0.016667,0.993092,-0.000697,0.000248,-0.000165
0.783333,0.583333,0.016667,0.993048,-0.000349,0.000242,-0.000142
0.816667,0.583333,0.016667,0.993010,-0.000070,0.000231,-0.000109
0.850000,0.583333,0.016667,0.992933,0.000098,0.000215,-0.000066
0.883333,0.583333,0.016667,0.992903,0.000170,0.000191,-0.000030
0.916667,0.583333,0.016667,0.992831,0.000141,0.000161,0.000008
0.950000,0.583333,0.016667,0.992831,0.000052,0.000111,0.000013
0.983333,0.583333,0.016667,0.992830,0.000014,0.000044,0.000009
0.016667,0.616667,0.016667,0.992802,0.000017,0.000087,-0.000019
0.050000,0.616667,0.016667,0.992735,-0.000026,0.000215,0.000009
0.083333,0.616667,0.016667,0.992782,-0.000124,0.000308,0.000003
0.116667,0.616667,0.016667,0.992725,-0.000229,0.000333,0.000019
0.150000,0.616667,0.016667,0.992728,-0.000403,0.000344,0.000030
0.183333,0.616667,0.016667,0.992692,-0.000596,0.000329,0.000043
0.216667,0.616667,0.016667,0.992680,-0.000828,0.000312,0.000052
0.250000,0.616667,0.016667,0.992658,-0.001075,0.000293,0.000059
0.283333,0.616667,0.016667,0.992648,-0.001338,0.000279,0.000062
0.316667,0.616667,0.016667,0.992642,-0.001602,0.000269,0.000062
0.350000,0.616667,0.016667,0.992646,-0.001860,0.000266,0.000057
0.383333,0.616667,0.016667,0.992660,-0.002098,0.000267,0.000047
0.416667,0.616667,0.016667,0.992685,-0.002304,0.000273,0.000032
0.450000,0.616667,0.016667,0.992722,-0.002463,0.000283,0.000012
0.483333,0.616667,0.016667,0.992769,-0.002563,0.000296,-0.000013
0.516667,0.616667,0.016667,0.992826,-0.002591,0.000310,-0.000041
0.550000,0.616667,0.016667,0.992888,-0.002535,0.000325,-0.000072
0.583333,0.616667,0.016667,0.992951,-0.002393,0.000340,-0.000104
0.616667,0.616667,0.016667,0.993011,-0.002163,0.000353,-0.000134
0.650000,0.616667,0.016667,0.993056,-0.001857,0.000364,-0.000159
0.683333,0.616667,0.016667,0.993089,-0.001490,0.000370,-0.000175
0.716667,0.616667,0.016667,0.993094,-0.001096,0.000371,-0.000179
0.750000,0.616667,0.016667,0.993085,-0.000703,0.000366,-0.000169
0.783333,0.616667,0.016667,0.993041,-0.000357,0.000354,-0.000145
0.816667,0.616667,0.016667,0.993004,-0.000080,0.000334,-0.000111
0.850000,0.616667,0.016667,0.992927,0.000089,0.000308,-0.000068
0.883333,0.616667,0.016667,0.992897,0.000162,0.000271,-0.000031
0.916667,0.616667,0.016667,0.992825,0.000135,0.000227,0.000006
0.950000,0.616667,0.016667,0.992827,0.000050,0.000155,0.000012
0.983333,0.616667,0.016667,0.992823,0.000014,0.000062,0.000009
0.016667,0.650000,0.016667,0.992790,0.000017,0.000108,-0.000018
0.050000,0.650000,0.016667,0.992726,-0.000023,0.000266,0.000010
0.083333,0.650000,0.016667,0.992769,-0.000117,0.000383,0.000006
0.116667,0.650000,0.016667,0.992714,-0.000221,0.000415,0.000022
0.150000,0.650000,0.016667,0.992716,-0.000390,0.000429,0.000033
0.183333,0.650000,0.016667,0.992682,-0.000579,0.000413,0.000045
0.216667,0.650000,0.016667,0.992670,-0.000807,0.000395,0.000054
0.250000,0.650000,0.016667,0.992649,-0.001051,0.000373,0.000060
0.283333,0.650000,0.016667,0.992640,-0.001311,0.000359,0.000063
0.316667,0.650000,0.016667,0.992634,-0.001574,0.000350,0.000061
0.350000,0.650000,0.016667,0.992639,-0.001830,0.000350,0.000056
0.383333,0.650000,0.016667,0.992653,-0.002068,0.000357,0.000045
0.416667,0.650000,0.016667,0.992678,-0.002274,0.000370,0.000030
0.450000,0.650000,0.016667,0.992714,-0.002435,0.000388,0.000009
0.483333,0.650000,0.016667,0.992762,-0.002536,0.000408,-0.000017
0.516667,0.650000,0.016667,0.992818,-0.002565,0.000431,-0.000046
0.550000,0.650000,0.016667,0.992879,-0.002513,0.000454,-0.000078
0.583333,0.650000,0.016667,0.992941,-0.002373,0.000475,-0.000110
0.616667,0.650000,0.016667,0.993000,-0.002148,0.000493,-0.000140
0.650000,0.650000,0.016667,0.993044,-0.001846,0.000506,-0.000164
0.683333,0.650000,0.016667,0.993076,-0.001485,0.000512,-0.000180
0.716667,0.650000,0.016667,0.993080,-0.001097,0.000509,-0.000183
0.750000,0.650000,0.016667,0.993072,-0.000709,0.000497,-0.000172
0.783333,0.650000,0.016667,0.993028,-0.000369,0.000475,-0.000147
0.816667,0.650000,0.016667,0.992992,-0.000094,0.000443,-0.000113
0.850000,0.650000,0.016667,0.992916,0.000073,0.000404,-0.000070
0.883333,0.650000,0.016667,0.992888,0.000149,0.000351,-0.000033
0.916667,0.650000,0.016667,0.992816,0.000126,0.000291,0.000005
0.950000,0.650000,0.016667,0.992820,0.000047,0.000198,0.000011
0.983333,0.650000,0.016667,0.992815,0.000014,0.000079,0.000009
0.016667,0.683333,0.016667,0.992774,0.000016,0.000125,-0.000017
0.050000,0.683333,0.016667,0.992714,-0.000019,0.000306,0.000012
0.083333,0.683333,0.016667,0.992752,-0.000107,0.000444,0.000010
0.116667,0.683333,0.016667,0.992701,-0.000205,0.000482,0.000025
0.150000,0.683333,0.016667,0.992701,-0.000367,0.000500,0.000036
0.183333,0.683333,0.016667,0.992669,-0.000549,0.000484,0.000048
0.216667,0.683333,0.016667,0.992657,-0.000769,0.000466,0.000056
0.250000,0.683333,0.016667,0.992637,-0.001006,0.000445,0.000062
0.283333,0.683333,0.016667,0.992628,-0.001261,0.000432,0.000064
0.316667,0.683333,0.016667,0.992623,-0.001519,0.000427,0.000063
0.350000,0.683333,0.016667,0.992628,-0.001772,0.000432,0.000057
0.383333,0.683333,0.016667,0.992641,-0.002008,0.000447,0.000046
0.416667,0.683333,0.016667,0.992666,-0.002214,0.000469,0.000030
0.450000,0.683333,0.016667,0.992701,-0.002375,0.000497,0.000009
0.483333,0.683333,0.016667,0.992747,-0.002479,0.000528,-0.000017
0.516667,0.683333,0.016667,0.992802,-0.002512,0.000562,-0.000046
0.550000,0.683333,0.016667,0.992862,-0.002464,0.000594,-0.000078
0.583333,0.683333,0.016667,0.992922,-0.002332,0.000623,-0.000111
0.616667,0.683333,0.016667,0.992979,-0.002114,0.000646,-0.000141
0.650000,0.683333,0.016667,0.993022,-0.001822,0.000661,-0.000164
0.683333,0.683333,0.016667,0.993053,-0.001472,0.000665,-0.000179
0.716667,0.683333,0.016667,0.993057,-0.001094,0.000656,-0.000182
0.750000,0.683333,0.016667,0.993050,-0.000717,0.000635,-0.000171
0.783333,0.683333,0.016667,0.993008,-0.000384,0.000600,-0.000145
0.816667,0.683333,0.016667,0.992974,-0.000115,0.000553,-0.000111
0.850000,0.683333,0.016667,0.992900,0.000051,0.000498,-0.000069
0.883333,0.683333,0.016667,0.992876,0.000130,0.000428,-0.000032
0.916667,0.683333,0.016667,0.992804,0.000113,0.000352,0.000005
0.950000,0.683333,0.016667,0.992812,0.000042,0.000237,0.000010
0.983333,0.683333,0.016667,0.992803,0.000014,0.000096,0.000009
0.016667,0.716667,0.016667,0.992756,0.000016,0.000137,-0.000015
0.050000,0.716667,0.016667,0.992702,-0.000013,0.000333,0.000014
0.083333,0.716667,0.016667,0.992732,-0.000091,0.000487,0.000015
0.116667,0.716667,0.016667,0.992686,-0.000182,0.000529,0.000030
0.150000,0.716667,0.016667,0.992685,-0.000330,0.000552,0.000040
0.183333,0.716667,0.016667,0.992654,-0.000501,0.000537,0.000051
0.216667,0.716667,0.016667,0.992642,-0.000708,0.000520,0.000059
0.250000,0.716667,0.016667,0.992623,-0.000934,0.000500,0.000065
0.283333,0.716667,0.016667,0.992615,-0.001179,0.000490,0.000068
0.316667,0.716667,0.016667,0.992609,-0.001428,0.000490,0.000067
0.350000,0.716667,0.016667,0.992613,-0.001675,0.000502,0.000061
0.383333,0.716667,0.016667,0.992625,-0.001907,0.000525,0.000051
0.416667,0.716667,0.016667,0.992648,-0.002110,0.000557,0.000036
0.450000,0.716667,0.016667,0.992681,-0.002273,0.000597,0.000015
0.483333,0.716667,0.016667,0.992724,-0.002379,0.000641,-0.000010
0.516667,0.716667,0.016667,0.992775,-0.002418,0.000686,-0.000039
0.550000,0.716667,0.016667,0.992832,-0.002379,0.000730,-0.000070
0.583333,0.716667,0.016667,0.992890,-0.002257,0.000767,-0.000102
0.616667,0.716667,0.016667,0.992944,-0.002053,0.000796,-0.000131
0.650000,0.716667,0.016667,0.992986,-0.001777,0.000813,-0.000155
0.683333,0.716667,0.016667,0.993016,-0.001444,0.000814,-0.000169
0.716667,0.716667,0.016667,0.993021,-0.001084,0.000799,-0.000171
0.750000,0.716667,0.016667,0.993016,-0.000722,0.000766,-0.000161
0.783333,0.716667,0.016667,0.992977,-0.000403,0.000717,-0.000137
0.816667,0.716667,0.016667,0.992948,-0.000141,0.000654,-0.000105
0.850000,0.716667,0.016667,0.992878,0.000022,0.000581,-0.000064
0.883333,0.716667,0.016667,0.992858,0.000105,0.000494,-0.000030
0.916667,0.716667,0.016667,0.992788,0.000094,0.000402,0.000005
0.950000,0.716667,0.016667,0.992801,0.000034,0.000268,0.000009
0.983333,0.716667,0.016667,0.992789,0.000013,0.000109,0.000009
0.016667,0.750000,0.016667,0.992735,0.000016,0.000142,-0.000013
0.050000,0.750000,0.016667,0.992688,-0.000005,0.000340,0.000017
0.083333,0.750000,0.016667,0.992711,-0.000071,0.000505,0.000020
0.116667,0.750000,0.016667,0.992670,-0.000150,0.000548,0.000035
0.150000,0.750000,0.016667,0.992666,-0.000281,0.000574,0.000045
0.183333,0.750000,0.016667,0.992638,-0.000434,0.000561,0.000056
0.216667,0.750000,0.016667,0.992625,-0.000623,0.000547,0.000064
0.250000,0.750000,0.016667,0.992607,-0.000833,0.000530,0.000070
0.283333,0.750000,0.016667,0.992598,-0.001061,0.000523,0.000073
0.316667,0.750000,0.016667,0.992591,-0.001298,0.000528,0.000073
0.350000,0.750000,0.016667,0.992594,-0.001534,0.000546,0.000069
0.383333,0.750000,0.016667,0.992603,-0.001758,0.000577,0.000060
0.416667,0.750000,0.016667,0.992623,-0.001957,0.000619,0.000047
0.450000,0.750000,0.016667,0.992652,-0.002118,0.000670,0.000029
0.483333,0.750000,0.016667,0.992691,-0.002228,0.000725,0.000005
0.516667,0.750000,0.016667,0.992738,-0.002275,0.000782,-0.000022
0.550000,0.750000,0.016667,0.992791,-0.002248,0.000836,-0.000051
0.583333,0.750000,0.016667,0.992844,-0.002143,0.000883,-0.000081
0.616667,0.750000,0.016667,0.992895,-0.001959,0.000918,-0.000109
0.650000,0.750000,0.016667,0.992935,-0.001706,0.000936,-0.000132
0.683333,0.750000,0.016667,0.992965,-0.001398,0.000936,-0.000146
0.716667,0.750000,0.016667,0.992971,-0.001063,0.000914,-0.000149
0.750000,0.750000,0.016667,0.992970,-0.000724,0.000871,-0.000141
0.783333,0.750000,0.016667,0.992936,-0.000423,0.000808,-0.000119
0.816667,0.750000,0.016667,0.992913,-0.000173,0.000730,-0.000091
0.850000,0.750000,0.016667,0.992849,-0.000014,0.000642,-0.000054
0.883333,0.750000,0.016667,0.992836,0.000072,0.000540,-0.000024
0.916667,0.750000,0.016667,0.992770,0.000070,0.000436,0.000008
0.950000,0.750000,0.016667,0.992788,0.000023,0.000287,0.000009
0.983333,0.750000,0.016667,0.992773,0.000011,0.000117,0.000009
0.016667,0.783333,0.016667,0.992715,0.000015,0.000139,-0.000010
0.050000,0.783333,0.016667,0.992677,0.000003,0.000327,0.000019
0.083333,0.783333,0.016667,0.992690,-0.000047,0.000494,0.000026
0.116667,0.783333,0.016667,0.992655,-0.000112,0.000536,0.000040
